oid,pelanggan,resto,menu,harga,prioritas,t_masuk_detik,t_selesai_detik,status
O-153855,"Luwar Prastuti, S.I.Kom",kafe-teknik,teh-tarik,9000,3,61361,61916,DONE
O-153856,Salsabila Mansur,kantin-asrama,mie-ayam,13000,2,42657,43577,DONE
O-153857,Kadir Hutasoit,kafe-teknik,burger-kampus,21000,3,51501,52726,DONE
O-153858,Ajimin Budiyanto,kantin-asrama,kentang-goreng,14000,2,71840,72895,DONE
O-153859,"Humaira Yolanda, S.I.Kom",kedai-kopi,nasi-goreng,15000,2,47466,49401,DONE
O-153860,Dian Andriani,kafe-teknik,ayam-bakar,22000,2,58604,60704,DONE
O-153861,Ciaobella Handayani,bakso-pak-yon,nasi-padang,25000,3,47480,48805,DONE
O-153862,Raisa Marpaung,bakso-pak-yon,nasi-campur,20000,3,68032,69497,DONE
O-153863,Nurul Nuraini,kafe-teknik,iga-penyet,27000,1,48331,49566,DONE
O-153864,Hendri Wulandari,kafe-teknik,bakso,16000,3,23462,,CANCEL
O-153865,Pandu Prabowo,kafe-teknik,kentang-goreng,14000,3,41938,42553,DONE
O-153866,"Ir. Rahayu Kurniawan, S.Pd",kafe-teknik,nasi-goreng,15000,2,43892,45807,DONE
O-153867,"drg. Ophelia Maryati, M.Pd",kafe-teknik,nasi-goreng,15000,2,70063,,ANTRE
O-153868,"R. Chelsea Zulkarnain, S.E.",kantin-asrama,juice-alpukat,17000,2,48619,50774,DONE
O-153869,Hasna Handayani,kedai-kopi,roti-bakar,12000,2,41774,43229,DONE
O-153870,"Dr. Garang Prasetya, M.M.",kedai-kopi,soto-ayam,14000,2,30057,32127,DONE
O-153871,Puti Rahayu Lestari,kantin-asrama,pecel-lele,18000,2,38926,,CANCEL
O-153872,Sutan Mahdi Maulana,kedai-kopi,teh-tarik,9000,1,70282,70807,DONE
O-153873,"R. Jessica Puspasari, S.Kom",kantin-asrama,teh-tarik,9000,2,60837,62177,DONE
O-153874,Ganep Sihombing,warung-bu-ida,burger-kampus,21000,2,48456,50111,DONE
O-153875,Paramita Aryani,kantin-pusat,mie-goreng,13000,2,32460,33840,DONE
O-153876,Drs. Yani Waskita,kedai-kopi,roti-bakar,12000,2,70381,71656,DONE
O-153877,Rahmi Hasanah,kantin-asrama,sate-ayam,24000,3,22499,23369,DONE
O-153878,Ade Safitri,kafe-teknik,kentang-goreng,14000,2,45421,,CANCEL
O-153879,R. Eluh Saragih,kantin-asrama,ayam-geprek,19000,3,74671,75986,DONE
O-153880,Ibun Padmasari,kantin-asrama,juice-alpukat,17000,1,67592,68537,DONE
O-153881,"Hj. Ayu Rajasa, M.Pd",kafe-teknik,juice-alpukat,17000,2,29552,31662,DONE
O-153882,Darmana Suryatmi,kantin-asrama,gorengan,6000,2,63486,64996,DONE
O-153883,Erik Wahyudin,kantin-asrama,es-campur,12000,2,41798,44063,DONE
O-153884,"Ella Putra, S.T.",warung-bu-ida,nasi-padang,25000,3,66615,67160,DONE
O-153885,"Embuh Pradipta, S.Psi",kantin-pusat,kentang-goreng,14000,2,45128,46468,DONE
O-153886,Sidiq Waluyo,bakso-pak-yon,air-mineral,4000,2,51093,51858,DONE
O-153887,Ir. Banawa Hidayat,bakso-pak-yon,air-mineral,4000,2,46654,48189,DONE
O-153888,Wira Lestari,kantin-pusat,nasi-goreng,15000,3,41233,43008,DONE
O-153889,"Dt. Himawan Suryatmi, M.Farm",kedai-kopi,burger-kampus,21000,1,73329,75429,DONE
O-153890,Oman Saptono,kantin-asrama,teh-tarik,9000,1,39869,40654,DONE
O-153891,Erik Puspasari,bakso-pak-yon,bakso,16000,2,70516,71791,DONE
O-153892,Sutan Cayadi Ramadan,warung-bu-ida,ayam-bakar,22000,2,30751,,CANCEL
O-153893,"Ir. Nrima Prayoga, S.H.",kantin-asrama,iga-penyet,27000,2,69310,70585,DONE
O-153894,Jane Maheswara,warung-bu-ida,burger-kampus,21000,2,39626,42006,DONE
O-153895,Lanang Fujiati,kedai-kopi,mie-goreng,13000,3,63376,65191,DONE
O-153896,"Gasti Mandasari, M.Ak",bakso-pak-yon,soto-ayam,14000,1,47530,49720,DONE
O-153897,"Diah Rajata, S.Psi",warung-bu-ida,bakso,16000,2,47234,49104,DONE
O-153898,Limar Ardianto,bakso-pak-yon,mie-ayam,13000,3,27355,29065,DONE
O-153899,Darmanto Nugroho,bakso-pak-yon,gado-gado,15000,2,30993,31943,DONE
O-153900,Warsita Pertiwi,warung-bu-ida,kentang-goreng,14000,2,67668,68768,DONE
O-153901,"Ana Wibowo, S.Ked",bakso-pak-yon,nasi-campur,20000,2,61397,62652,DONE
O-153902,Ella Firgantoro,kedai-kopi,nasi-goreng,15000,3,66145,67980,DONE
O-153903,Dr. Maria Wastuti,kafe-teknik,kentang-goreng,14000,3,46743,48643,DONE
O-153904,Ghaliyati Ardianto,warung-bu-ida,mie-ayam,13000,3,65683,66173,DONE
O-153905,Ratih Latupono,kantin-pusat,ayam-geprek,19000,2,44792,46287,DONE
O-153906,Dagel Puspasari,kantin-asrama,mie-goreng,13000,2,43021,44251,DONE
O-153907,Puti Septi Pertiwi,kantin-pusat,bubur-ayam,11000,3,44653,46258,DONE
O-153908,"Hj. Jane Marbun, S.IP",bakso-pak-yon,es-campur,12000,3,68740,70175,DONE
O-153909,Jagaraga Maheswara,bakso-pak-yon,gado-gado,15000,3,76989,78334,DONE
O-153910,Hilda Hutagalung,kafe-teknik,air-mineral,4000,1,22157,24077,DONE
O-153911,Cici Aryani,kafe-teknik,ayam-bakar,22000,2,55667,55897,DONE
O-153912,Hj. Zelaya Tamba,warung-bu-ida,es-teh,5000,3,54995,56875,DONE
O-153913,Umar Rahimah,kedai-kopi,pecel-lele,18000,3,36229,,ANTRE
O-153914,Jefri Nainggolan,bakso-pak-yon,nasi-goreng,15000,2,40733,41083,DONE
O-153915,Bakidin Hutapea,kafe-teknik,nasi-goreng,15000,3,29296,30006,DONE
O-153916,"Jasmin Astuti, M.Ak",warung-bu-ida,nasi-goreng,15000,2,68089,69164,DONE
O-153917,Limar Yulianti,bakso-pak-yon,juice-alpukat,17000,1,40353,42618,DONE
O-153918,Salwa Dongoran,kantin-asrama,kentang-goreng,14000,3,45828,,ANTRE
O-153919,T. Gatra Prayoga,warung-bu-ida,kentang-goreng,14000,1,49036,51066,DONE
O-153920,Drs. Edi Firgantoro,bakso-pak-yon,kopi-susu,18000,2,69508,70648,DONE
O-153921,Latika Kusumo,kedai-kopi,air-mineral,4000,1,75668,,ANTRE
O-153922,Kairav Hardiansyah,bakso-pak-yon,mie-ayam,13000,2,71359,72024,DONE
O-153923,"Candrakanta Prayoga, S.I.Kom",warung-bu-ida,roti-bakar,12000,3,71566,72191,DONE
O-153924,dr. Juli Prayoga,kantin-pusat,juice-alpukat,17000,2,79121,80781,DONE
O-153925,Ade Pangestu,kafe-teknik,kentang-goreng,14000,3,44817,47217,DONE
O-153926,"Jayeng Fujiati, S.Pt",warung-bu-ida,iga-penyet,27000,3,63369,,CANCEL
O-153927,Kunthara Mulyani,kafe-teknik,kentang-goreng,14000,2,48792,48972,DONE
O-153928,"Rafi Sirait, M.Kom.",kantin-asrama,mie-goreng,13000,3,64172,66442,DONE
O-153929,Eko Laksmiwati,kafe-teknik,gado-gado,15000,3,70770,71350,DONE
O-153930,Jarwa Iswahyudi,bakso-pak-yon,pecel-lele,18000,3,42785,44005,DONE
O-153931,Kania Ramadan,kedai-kopi,juice-alpukat,17000,2,45223,47623,DONE
O-153932,Catur Mangunsong,kantin-pusat,gorengan,6000,3,73920,75015,DONE
O-153933,"Dr. Wira Lestari, S.I.Kom",warung-bu-ida,es-campur,12000,3,50991,52686,DONE
O-153934,Hendra Winarno,bakso-pak-yon,roti-bakar,12000,3,51634,52864,DONE
O-153935,Panji Tamba,kantin-pusat,mie-ayam,13000,3,62403,64638,DONE
O-153936,Salwa Padmasari,kantin-asrama,teh-tarik,9000,3,49957,52322,DONE
O-153937,Novi Natsir,warung-bu-ida,nasi-campur,20000,2,72315,74585,DONE
O-153938,Diah Budiyanto,kantin-pusat,kentang-goreng,14000,2,33588,34293,DONE
O-153939,"Bala Hakim, S.T.",warung-bu-ida,bubur-ayam,11000,1,65089,65849,DONE
O-153940,"Yunita Firgantoro, S.E.I",kedai-kopi,burger-kampus,21000,3,76588,,ANTRE
O-153941,Sabrina Pradana,kantin-asrama,juice-alpukat,17000,3,67999,68669,DONE
O-153942,Dr. Widya Hartati,bakso-pak-yon,nasi-goreng,15000,2,47862,48882,DONE
O-153943,Ulva Saragih,warung-bu-ida,bakso,16000,2,73287,74732,DONE
O-153944,Galiono Kusmawati,kafe-teknik,air-mineral,4000,3,65101,67071,DONE
O-153945,Gabriella Wahyudin,warung-bu-ida,roti-bakar,12000,2,71587,72092,DONE
O-153946,"Galang Manullang, S.E.I",kantin-pusat,kopi-susu,18000,2,60194,,ANTRE
O-153947,Kamaria Hidayanto,kedai-kopi,soto-ayam,14000,3,22206,23321,DONE
O-153948,Suci Pranowo,bakso-pak-yon,es-campur,12000,2,76072,76947,DONE
O-153949,Liman Oktaviani,kantin-asrama,kentang-goreng,14000,3,40097,41582,DONE
O-153950,"Sutan Galiono Halimah, M.Kom.",kantin-asrama,ayam-bakar,22000,2,69654,71844,DONE
O-153951,"R. Suci Lailasari, S.Pd",kafe-teknik,soto-ayam,14000,3,44912,46972,DONE
O-153952,"Humaira Yolanda, S.I.Kom",kantin-pusat,kentang-goreng,14000,2,34968,36843,DONE
O-153953,Unjani Halimah,kantin-pusat,iga-penyet,27000,3,45555,,CANCEL
O-153954,Lasmanto Riyanti,bakso-pak-yon,juice-alpukat,17000,3,71382,,ANTRE
O-153955,Intan Prasetya,kantin-pusat,roti-bakar,12000,3,46487,47052,DONE
O-153956,"Padma Saragih, S.Farm",kafe-teknik,roti-bakar,12000,2,57058,57538,DONE
O-153957,"R.M. Cakrabirawa Wacana, S.I.Kom",warung-bu-ida,teh-tarik,9000,2,45828,47178,DONE
O-153958,"Lala Melani, S.Farm",kafe-teknik,soto-ayam,14000,2,41724,42084,DONE
O-153959,"Nadine Anggraini, S.Farm",kantin-pusat,sate-ayam,24000,3,34422,35807,DONE
O-153960,Cakrabuana Nugroho,warung-bu-ida,burger-kampus,21000,3,45350,46555,DONE
O-153961,T. Umay Prayoga,kafe-teknik,es-campur,12000,2,46809,47484,DONE
O-153962,Bagiya Nuraini,kedai-kopi,iga-penyet,27000,2,56434,58739,DONE
O-153963,Cahya Adriansyah,kafe-teknik,sate-ayam,24000,2,54716,55151,DONE
O-153964,"Hj. Kezia Purwanti, M.Pd",kedai-kopi,pecel-lele,18000,2,22517,,ANTRE
O-153965,Salsabila Suryono,warung-bu-ida,nasi-goreng,15000,2,40140,,CANCEL
O-153966,"R.A. Gabriella Januar, M.Kom.",kedai-kopi,gorengan,6000,1,28939,29229,DONE
O-153967,Amalia Budiman,bakso-pak-yon,kopi-susu,18000,1,62566,,ANTRE
O-153968,Halim Aryani,kafe-teknik,ayam-bakar,22000,2,27822,29787,DONE
O-153969,Tgk. Rachel Mardhiyah,bakso-pak-yon,nasi-padang,25000,3,44399,45114,DONE
O-153970,"Dt. Balamantri Wahyudin, S.Pd",kantin-asrama,juice-alpukat,17000,3,26510,27160,DONE
O-153971,Iriana Situmorang,bakso-pak-yon,kentang-goreng,14000,3,44861,47116,DONE
O-153972,Damu Pratiwi,bakso-pak-yon,gado-gado,15000,3,46429,48594,DONE
O-153973,"Pangestu Safitri, S.I.Kom",kafe-teknik,roti-bakar,12000,2,41068,43368,DONE
O-153974,Siska Siregar,warung-bu-ida,es-campur,12000,2,34977,35757,DONE
O-153975,Aris Wahyudin,kantin-asrama,es-campur,12000,2,40830,42060,DONE
O-153976,Ophelia Winarno,kedai-kopi,ayam-bakar,22000,1,70359,71874,DONE
O-153977,Lasmanto Maheswara,kantin-asrama,gorengan,6000,2,29924,,ANTRE
O-153978,drg. Siti Tamba,kantin-pusat,pecel-lele,18000,2,42069,42894,DONE
O-153979,"Dr. Jessica Budiman, S.Gz",kantin-pusat,mie-ayam,13000,3,67538,68313,DONE
O-153980,Bajragin Narpati,warung-bu-ida,nasi-campur,20000,2,68944,,CANCEL
O-153981,"Puti Bella Ardianto, S.I.Kom",kantin-asrama,kopi-susu,18000,1,65786,67436,DONE
O-153982,Putri Salahudin,kafe-teknik,es-teh,5000,2,22933,24233,DONE
O-153983,Jarwa Iswahyudi,kedai-kopi,soto-ayam,14000,2,39342,39867,DONE
O-153984,Kuncara Maulana,kedai-kopi,burger-kampus,21000,3,70766,71771,DONE
O-153985,Dt. Enteng Situmorang,kantin-asrama,gorengan,6000,1,63204,65449,DONE
O-153986,Hilda Lazuardi,kantin-asrama,air-mineral,4000,3,74276,76436,DONE
O-153987,Ira Saragih,bakso-pak-yon,teh-tarik,9000,2,52796,53136,DONE
O-153988,"Purwanto Prastuti, S.Gz",warung-bu-ida,sate-ayam,24000,3,23248,25073,DONE
O-153989,Balamantri Anggraini,kedai-kopi,roti-bakar,12000,2,69536,,ANTRE
O-153990,Drs. Paiman Januar,kantin-asrama,roti-bakar,12000,2,53881,54556,DONE
O-153991,Erik Puspasari,kafe-teknik,kopi-susu,18000,2,67889,69114,DONE
O-153992,Unggul Oktaviani,warung-bu-ida,soto-ayam,14000,2,59168,60528,DONE
O-153993,"Violet Mardhiyah, S.Psi",kantin-asrama,es-campur,12000,1,65484,,ANTRE
O-153994,"Hj. Ayu Rajasa, M.Pd",warung-bu-ida,burger-kampus,21000,3,30877,32417,DONE
O-153995,Cemeti Fujiati,kedai-kopi,kentang-goreng,14000,1,28314,29964,DONE
O-153996,"Dt. Mulyono Namaga, S.Sos",kedai-kopi,nasi-padang,25000,3,27833,29293,DONE
O-153997,"Aditya Hutagalung, S.IP",kedai-kopi,iga-penyet,27000,2,58812,60547,DONE
O-153998,Gading Suwarno,kedai-kopi,bubur-ayam,11000,3,44217,45357,DONE
O-153999,"Drs. Dinda Palastri, S.Psi",kantin-asrama,ayam-bakar,22000,2,72658,74673,DONE
O-154000,Prabowo Wasita,warung-bu-ida,ayam-bakar,22000,3,65311,65601,DONE
O-154001,Tgk. Rachel Mardhiyah,warung-bu-ida,kopi-susu,18000,2,71376,,CANCEL
O-154002,Daru Utami,kantin-asrama,iga-penyet,27000,2,46877,49002,DONE
O-154003,Sarah Rahmawati,warung-bu-ida,es-campur,12000,2,32084,34244,DONE
O-154004,Liman Melani,kantin-pusat,gorengan,6000,2,51913,53568,DONE
O-154005,Mala Maryadi,kantin-asrama,nasi-campur,20000,2,71620,72570,DONE
O-154006,Vicky Wacana,warung-bu-ida,roti-bakar,12000,2,32923,33148,DONE
O-154007,"Hesti Sinaga, M.M.",kantin-asrama,juice-alpukat,17000,2,33124,35349,DONE
O-154008,"Raina Pranowo, S.Pd",bakso-pak-yon,bakso,16000,1,73262,74972,DONE
O-154009,Devi Hariyah,kantin-asrama,juice-alpukat,17000,1,42479,44254,DONE
O-154010,Gamblang Mayasari,bakso-pak-yon,nasi-campur,20000,3,43054,43729,DONE
O-154011,Raden Waluyo,bakso-pak-yon,pecel-lele,18000,3,59862,61162,DONE
O-154012,"drg. Ifa Waskita, S.Psi",kantin-pusat,mie-ayam,13000,1,39192,39877,DONE
O-154013,KH. Prakosa Prakasa,kantin-asrama,nasi-campur,20000,3,26695,,CANCEL
O-154014,"R. Hendra Melani, M.Kom.",kafe-teknik,es-campur,12000,1,26074,28014,DONE
O-154015,Prabowo Hariyah,kantin-asrama,es-campur,12000,2,69379,70629,DONE
O-154016,T. Gatra Prayoga,kantin-pusat,kopi-susu,18000,2,49138,50883,DONE
O-154017,Heryanto Wasita,kantin-asrama,mie-ayam,13000,3,44658,46148,DONE
O-154018,Daru Prabowo,kafe-teknik,mie-goreng,13000,2,32754,,ANTRE
O-154019,R. Chelsea Suwarno,bakso-pak-yon,teh-tarik,9000,2,75610,75820,DONE
O-154020,Edward Januar,kafe-teknik,kopi-susu,18000,2,78361,79076,DONE
O-154021,Vino Aryani,kantin-asrama,kentang-goreng,14000,2,45976,47256,DONE
O-154022,Rachel Pradana,warung-bu-ida,mie-goreng,13000,2,48593,49058,DONE
O-154023,Nrima Wastuti,kantin-asrama,gado-gado,15000,1,57293,,ANTRE
O-154024,Liman Melani,warung-bu-ida,gorengan,6000,2,68159,70329,DONE
O-154025,Prakosa Purnawati,kantin-asrama,mie-goreng,13000,2,54939,56509,DONE
O-154026,H. Warsita Utama,kafe-teknik,iga-penyet,27000,2,28769,,ANTRE
O-154027,Kani Uyainah,warung-bu-ida,roti-bakar,12000,3,34294,35764,DONE
O-154028,"Gabriella Rajata, S.Ked",bakso-pak-yon,bubur-ayam,11000,2,70671,71661,DONE
O-154029,Sabar Pratama,kantin-asrama,mie-goreng,13000,2,25465,25855,DONE
O-154030,Gangsa Nugroho,warung-bu-ida,soto-ayam,14000,2,41648,42628,DONE
O-154031,Oliva Oktaviani,bakso-pak-yon,es-teh,5000,2,21837,,CANCEL
O-154032,Mutia Kusmawati,warung-bu-ida,juice-alpukat,17000,2,76740,77050,DONE
O-154033,Ajeng Sitompul,kedai-kopi,soto-ayam,14000,3,56515,,CANCEL
O-154034,Hamima Setiawan,bakso-pak-yon,mie-ayam,13000,3,44587,,ANTRE
O-154035,H. Margana Sirait,bakso-pak-yon,es-teh,5000,3,46484,47009,DONE
O-154036,Dt. Enteng Situmorang,kantin-asrama,gorengan,6000,2,30732,,ANTRE
O-154037,Zahra Pratama,kedai-kopi,roti-bakar,12000,1,78949,80899,DONE
O-154038,Dalimin Saragih,warung-bu-ida,kentang-goreng,14000,3,33607,34722,DONE
O-154039,Elisa Megantara,bakso-pak-yon,nasi-padang,25000,2,78449,80474,DONE
O-154040,Ir. Vinsen Irawan,kafe-teknik,air-mineral,4000,2,44570,45075,DONE
O-154041,Salsabila Mansur,kantin-pusat,juice-alpukat,17000,2,75023,76393,DONE
O-154042,Kuncara Maulana,kantin-asrama,roti-bakar,12000,2,25874,26824,DONE
O-154043,"KH. Setya Napitupulu, S.Farm",kedai-kopi,kentang-goreng,14000,2,76528,77363,DONE
O-154044,"R. Silvia Sinaga, S.E.",kantin-asrama,mie-goreng,13000,3,41715,43840,DONE
O-154045,R.A. Fitriani Utama,kantin-asrama,burger-kampus,21000,2,61554,,ANTRE
O-154046,Maimunah Natsir,warung-bu-ida,roti-bakar,12000,3,57550,59795,DONE
O-154047,"Putri Wibisono, S.Psi",kantin-pusat,sate-ayam,24000,2,67187,68287,DONE
O-154048,"T. Surya Wahyudin, M.TI.",bakso-pak-yon,nasi-padang,25000,3,40021,40586,DONE
O-154049,Tgk. Dariati Permata,kantin-pusat,kopi-susu,18000,3,65711,67166,DONE
O-154050,"Drs. Setya Hartati, M.Kom.",kafe-teknik,ayam-geprek,19000,3,75204,,CANCEL
O-154051,Digdaya Hutagalung,kantin-asrama,nasi-goreng,15000,1,56958,59118,DONE
O-154052,Irwan Nasyidah,bakso-pak-yon,nasi-campur,20000,3,65902,,ANTRE
O-154053,Capa Mahendra,kafe-teknik,soto-ayam,14000,2,47751,48816,DONE
O-154054,dr. Yono Manullang,kedai-kopi,sate-ayam,24000,2,39767,41887,DONE
O-154055,Jail Januar,bakso-pak-yon,gado-gado,15000,2,44666,45041,DONE
O-154056,Marwata Agustina,warung-bu-ida,iga-penyet,27000,1,43705,44110,DONE
O-154057,Silvia Simanjuntak,bakso-pak-yon,mie-goreng,13000,2,66367,66592,DONE
O-154058,"Dr. Jessica Budiman, S.Gz",bakso-pak-yon,gorengan,6000,2,68911,70396,DONE
O-154059,"Ana Samosir, S.E.",kafe-teknik,es-teh,5000,1,42704,43454,DONE
O-154060,"drg. Ophelia Maryati, M.Pd",kantin-asrama,ayam-geprek,19000,2,67779,68279,DONE
O-154061,Gamblang Mayasari,warung-bu-ida,pecel-lele,18000,2,26210,,ANTRE
O-154062,Asman Budiyanto,kedai-kopi,sate-ayam,24000,3,40004,,ANTRE
O-154063,drg. Mila Megantara,bakso-pak-yon,teh-tarik,9000,3,41972,42972,DONE
O-154064,Lanang Hakim,kafe-teknik,soto-ayam,14000,2,41326,42041,DONE
O-154065,Naradi Yuniar,warung-bu-ida,nasi-padang,25000,2,41440,42485,DONE
O-154066,"R. Asirwada Tarihoran, S.E.I",kafe-teknik,sate-ayam,24000,2,61478,,ANTRE
O-154067,"Alambana Winarsih, S.E.I",kantin-pusat,burger-kampus,21000,2,42574,43079,DONE
O-154068,Asirwanda Utama,kafe-teknik,es-campur,12000,2,47194,48919,DONE
O-154069,Tgk. Kamal Suartini,kafe-teknik,ayam-bakar,22000,2,61291,62031,DONE
O-154070,"Rahmat Hidayanto, M.Ak",kantin-pusat,mie-goreng,13000,2,40251,40581,DONE
O-154071,R.M. Balangga Dabukke,bakso-pak-yon,ayam-geprek,19000,2,45757,,ANTRE
O-154072,"Sari Lazuardi, S.Farm",kantin-asrama,roti-bakar,12000,3,52440,54565,DONE
O-154073,"Dadap Wahyudin, S.E.",kafe-teknik,ayam-bakar,22000,2,60789,62529,DONE
O-154074,Prasetyo Jailani,kantin-pusat,kentang-goreng,14000,3,66514,67809,DONE
O-154075,"Aswani Anggraini, S.Ked",kantin-asrama,kopi-susu,18000,1,33772,35692,DONE
O-154076,Jati Laksmiwati,kantin-pusat,mie-goreng,13000,1,22842,24127,DONE
O-154077,Suci Hutapea,kedai-kopi,sate-ayam,24000,2,46726,,CANCEL
O-154078,Rahman Yuliarti,warung-bu-ida,sate-ayam,24000,2,65702,68082,DONE
O-154079,Shania Agustina,kedai-kopi,burger-kampus,21000,2,78036,78441,DONE
O-154080,Legawa Puspita,kafe-teknik,pecel-lele,18000,2,49471,50496,DONE
O-154081,Titi Firmansyah,kantin-pusat,ayam-bakar,22000,2,36232,38612,DONE
O-154082,Bahuwarna Pradana,kafe-teknik,nasi-goreng,15000,2,48343,49163,DONE
O-154083,Nadia Pertiwi,warung-bu-ida,nasi-campur,20000,2,54359,55514,DONE
O-154084,Puti Novi Natsir,kafe-teknik,es-teh,5000,3,44319,44919,DONE
O-154085,H. Jumadi Mardhiyah,kedai-kopi,pecel-lele,18000,2,41417,42222,DONE
O-154086,Nalar Sihombing,warung-bu-ida,nasi-padang,25000,2,60566,61361,DONE
O-154087,Aris Wijayanti,kedai-kopi,teh-tarik,9000,2,48322,50022,DONE
O-154088,"Laksana Mahendra, M.M.",warung-bu-ida,kentang-goreng,14000,2,45575,46065,DONE
O-154089,R.A. Fitriani Utama,kedai-kopi,pecel-lele,18000,3,59943,60428,DONE
O-154090,dr. Irma Kuswoyo,kantin-pusat,soto-ayam,14000,2,33081,34681,DONE
O-154091,Rendy Sinaga,kantin-pusat,pecel-lele,18000,3,30102,31337,DONE
O-154092,Purwa Astuti,bakso-pak-yon,ayam-geprek,19000,2,71081,72581,DONE
O-154093,"Hilda Kurniawan, S.Farm",kantin-asrama,air-mineral,4000,1,25873,27573,DONE
O-154094,Dr. Jasmin Gunarto,warung-bu-ida,nasi-campur,20000,3,41944,42464,DONE
O-154095,Bancar Kuswoyo,kafe-teknik,pecel-lele,18000,2,79123,80998,DONE
O-154096,Lantar Sitompul,kedai-kopi,kentang-goreng,14000,2,57813,59723,DONE
O-154097,"Galih Budiman, S.IP",bakso-pak-yon,mie-ayam,13000,2,68948,71153,DONE
O-154098,Vanesa Prastuti,kedai-kopi,teh-tarik,9000,3,64335,66455,DONE
O-154099,Cawuk Anggraini,warung-bu-ida,bubur-ayam,11000,3,40041,,CANCEL
O-154100,Ilyas Sihombing,bakso-pak-yon,nasi-campur,20000,2,72003,,ANTRE
O-154101,Gangsa Nugroho,kantin-asrama,bakso,16000,2,24192,25182,DONE
O-154102,Kacung Jailani,kafe-teknik,nasi-campur,20000,1,21945,22695,DONE
O-154103,Eluh Narpati,kantin-pusat,gorengan,6000,2,46556,47621,DONE
O-154104,Kadir Dongoran,warung-bu-ida,nasi-padang,25000,3,61940,64225,DONE
O-154105,Jindra Hartati,bakso-pak-yon,gado-gado,15000,2,60442,62732,DONE
O-154106,Luis Simanjuntak,warung-bu-ida,mie-goreng,13000,3,22911,23286,DONE
O-154107,Argono Kuswoyo,kantin-asrama,teh-tarik,9000,2,33443,33683,DONE
O-154108,Daliman Prastuti,warung-bu-ida,roti-bakar,12000,3,63933,65553,DONE
O-154109,Garan Anggraini,bakso-pak-yon,mie-goreng,13000,2,40216,41721,DONE
O-154110,"Dr. Jessica Tarihoran, S.Sos",warung-bu-ida,kentang-goreng,14000,2,32001,,CANCEL
O-154111,Dt. Martaka Mulyani,warung-bu-ida,ayam-bakar,22000,3,79177,80337,DONE
O-154112,"Eja Hasanah, S.Ked",bakso-pak-yon,soto-ayam,14000,3,44619,46319,DONE
O-154113,"Nasim Namaga, M.Pd",kantin-pusat,kopi-susu,18000,2,74145,75460,DONE
O-154114,"Kenzie Pudjiastuti, M.Ak",kantin-asrama,nasi-goreng,15000,2,65041,,CANCEL
O-154115,Asmadi Purwanti,kantin-pusat,nasi-campur,20000,3,40850,42575,DONE
O-154116,Wirda Lestari,bakso-pak-yon,iga-penyet,27000,2,25456,26421,DONE
O-154117,"Drs. Victoria Wahyuni, S.I.Kom",bakso-pak-yon,kopi-susu,18000,3,41295,42525,DONE
O-154118,Uli Firmansyah,warung-bu-ida,bakso,16000,2,70865,73255,DONE
O-154119,Usyi Fujiati,bakso-pak-yon,bubur-ayam,11000,2,27813,28003,DONE
O-154120,Jagaraga Waskita,kafe-teknik,kentang-goreng,14000,3,51501,52241,DONE
O-154121,"Cahyadi Budiyanto, S.Ked",kantin-pusat,ayam-geprek,19000,2,25837,26797,DONE
O-154122,Mitra Riyanti,kantin-pusat,gorengan,6000,2,36415,38550,DONE
O-154123,T. Marwata Simanjuntak,kedai-kopi,teh-tarik,9000,2,24889,27039,DONE
O-154124,"Samiah Widodo, M.Ak",warung-bu-ida,sate-ayam,24000,2,60223,,ANTRE
O-154125,"Gabriella Purnawati, S.Pd",bakso-pak-yon,soto-ayam,14000,2,49810,52150,DONE
O-154126,"Puti Sari Hasanah, M.Kom.",bakso-pak-yon,bubur-ayam,11000,2,62698,64073,DONE
O-154127,"Jamalia Saragih, S.Kom",kantin-asrama,ayam-geprek,19000,3,42722,,ANTRE
O-154128,"Dt. Martaka Prabowo, S.Kom",warung-bu-ida,kentang-goreng,14000,2,43296,45536,DONE
O-154129,"Hj. Jane Kurniawan, M.Ak",warung-bu-ida,kentang-goreng,14000,3,76155,78555,DONE
O-154130,Septi Napitupulu,bakso-pak-yon,es-teh,5000,2,32192,33652,DONE
O-154131,Zulfa Irawan,kantin-asrama,nasi-goreng,15000,2,75289,76739,DONE
O-154132,Naradi Yuniar,kedai-kopi,bakso,16000,2,75672,77542,DONE
O-154133,"drg. Upik Wastuti, M.Pd",kedai-kopi,juice-alpukat,17000,2,75179,77564,DONE
O-154134,Yusuf Kurniawan,warung-bu-ida,roti-bakar,12000,3,39189,,CANCEL
O-154135,"Ir. Akarsana Hartati, M.Pd",kantin-pusat,es-teh,5000,2,24209,25769,DONE
O-154136,"Kacung Situmorang, S.E.",kafe-teknik,pecel-lele,18000,3,78977,80547,DONE
O-154137,"Silvia Simbolon, S.Kom",kantin-asrama,sate-ayam,24000,2,40695,42465,DONE
O-154138,"Drs. Ira Saptono, S.Pd",kafe-teknik,bakso,16000,2,59505,,ANTRE
O-154139,Lutfan Zulkarnain,kantin-pusat,nasi-padang,25000,2,70029,71479,DONE
O-154140,Tgk. Garda Wahyudin,kedai-kopi,ayam-bakar,22000,2,62940,65285,DONE
O-154141,"R. Ayu Sihombing, S.I.Kom",kantin-asrama,nasi-padang,25000,2,65959,66654,DONE
O-154142,Wahyu Tarihoran,bakso-pak-yon,ayam-bakar,22000,1,46822,47417,DONE
